client_id,rfm_segment,monetary_capped,cate,target,p_control,p_treatment,uplift_segment
953d4c601f,153,51156.05,0.35259703,0,0.36379144,0.71638846,Very High
e43ecbe35c,341,1925.0,0.35249454,0,0.50615436,0.8586489,Very High
0045f683ce,411,233.0,0.35234696,0,0.16987552,0.52222246,Very High
c7e546d70a,211,230.9,0.35218942,0,0.18524562,0.53743505,Very High
8e3108a49e,542,29659.29,0.35092062,0,0.45426977,0.8051904,Very High
cfa9e4c0ad,211,360.0,0.35028854,1,0.14056543,0.49085397,Very High
8947087906,211,719.0,0.3501081,1,0.28051335,0.63062143,Very High
8a63b2c58d,211,223.62,0.34997544,0,0.1975334,0.54750884,Very High
24cf454c4c,111,762.0,0.34880063,0,0.26592186,0.6147225,Very High
a327db1b4b,414,86030.0,0.34650427,1,0.23082207,0.57732636,Very High
ef101295b8,151,2743.3,0.34600306,1,0.4039427,0.74994576,Very High
83d74a20ad,344,92970.0,0.34202483,0,0.43905506,0.7810799,Very High
96e71cd64d,121,510.0,0.34063494,0,0.20644975,0.5470847,Very High
7748afc1ba,344,111906.85999999999,0.34043354,1,0.44652796,0.7869615,Very High
28145f61ee,441,4700.0,0.3396238,0,0.54448694,0.88411075,Very High
b53dec3196,155,122514.62,0.33771315,0,0.34641185,0.684125,Very High
95a98e64a1,413,52250.95,0.33729416,1,0.46231502,0.7996092,Very High
5e2ff4d41d,153,54526.83,0.3368382,0,0.4370103,0.7738485,Very High
1f9b8e8f7a,211,294.0,0.3367967,0,0.13705382,0.47385052,Very High
34a46b0abf,341,1248.0,0.3357935,0,0.54879224,0.88458574,Very High
742e8d60de,341,4541.0,0.3349591,0,0.50442946,0.83938855,Very High
b69156b6be,154,101160.41,0.33401385,0,0.24378458,0.5777984,Very High
7ed3ee9d7e,422,29779.32,0.33391407,0,0.48740634,0.8213204,Very High
d9206be526,111,177.0,0.33148688,0,0.12923886,0.46072575,Very High
301a240dd0,542,32137.76,0.33122322,1,0.4794869,0.81071013,Very High
fc549926e7,211,83.0,0.33072546,1,0.20466217,0.53538764,Very High
eda0dd41e4,543,35970.79,0.33056805,1,0.497817,0.82838506,Very High
d199d85e73,144,76781.01,0.3302071,1,0.20310955,0.5333167,Very High
247cadbab3,211,390.71000000000004,0.32667756,1,0.20231996,0.52899754,Very High
fbc32d81db,312,27201.8,0.3264548,0,0.33988848,0.6663433,Very High
b97b8eb2b4,111,342.7,0.32406905,1,0.19013485,0.5142039,Very High
889391614a,211,104.0,0.32361275,0,0.16245157,0.4860643,Very High
205a845a5b,211,159.0,0.32355544,0,0.19149145,0.5150469,Very High
072a53c6ae,111,172.0,0.32302275,0,0.13900661,0.46202937,Very High
5d3cc57a65,111,389.0,0.32294598,0,0.14998293,0.4729289,Very High
e995fbfc83,355,133221.29,0.3215326,0,0.51670825,0.83824086,Very High
3c6e95f354,541,2181.57,0.32117915,1,0.5453458,0.86652493,Very High
4d9e86daab,352,20761.0,0.3208622,0,0.4557012,0.7765634,Very High
361952c310,151,14514.0,0.31976202,0,0.2786666,0.5984286,Very High
05368ed8af,214,74504.0,0.3186047,0,0.11550067,0.43410537,Very High
0e8f3831e3,351,6545.99,0.31798673,1,0.59648097,0.9144677,Very High
6868118e18,332,16536.42,0.3162481,0,0.36061087,0.67685896,Very High
017eadc335,211,360.0,0.3156039,0,0.20016761,0.5157715,Very High
661b6416bf,234,77152.06,0.31482422,0,0.17283042,0.48765466,Very High
4476da9136,411,462.0,0.3137365,1,0.23655953,0.550296,Very High
322785e728,314,75145.0,0.31364846,1,0.2903961,0.60404456,Very High
b371880d06,341,924.0,0.31363738,1,0.5690434,0.8826808,Very High
608ea160b4,154,60062.0,0.31362194,1,0.3403865,0.65400845,Very High
6569b54f16,413,33051.479999999996,0.31236756,1,0.38312715,0.6954947,Very High
51ff61429e,211,174.0,0.3123455,0,0.1765328,0.4888783,Very High
9926f972e0,211,550.35,0.31206566,0,0.27383715,0.5859028,Very High
d8ae180044,121,579.0,0.31110775,1,0.22181977,0.5329275,Very High
d26a125eb4,335,168979.62,0.31062537,0,0.40000737,0.71063274,Very High
195e2360e6,514,86540.92,0.3104944,0,0.36701223,0.6775066,Very High
471617e5cc,254,102523.51000000001,0.31028563,1,0.36903268,0.6793183,Very High
9474abbbd0,155,118462.81999999999,0.30992347,1,0.30464423,0.6145677,Very High
bb19443479,111,273.0,0.30988237,1,0.15301317,0.46289554,Very High
fb9a44eccc,154,78772.27,0.3095504,0,0.19453414,0.5040845,Very High
d17fc8b781,551,6081.59,0.30902493,0,0.62563485,0.9346598,Very High
05389caf09,211,136.58,0.3088894,1,0.19033478,0.4992242,Very High
a97532a606,111,844.0,0.30828667,1,0.18544208,0.49372873,Very High
22206cf06e,211,526.01,0.30822685,0,0.24118593,0.5494128,Very High
119deb0144,441,5233.0,0.3082103,0,0.48548388,0.7936942,Very High
873cd0d420,253,45743.47,0.30787957,0,0.53222406,0.8401036,Very High
8e1f24f8b4,354,111976.13,0.30770987,0,0.56098056,0.86869043,Very High
3044d59c82,311,1340.6399999999999,0.30738235,1,0.361937,0.66931933,Very High
9fd4155c43,331,1150.0,0.3068924,0,0.4474613,0.7543537,Very High
b675d03902,514,74223.0,0.30688053,0,0.22635984,0.5332404,Very High
3c421bb085,414,74227.0,0.30617306,1,0.1435191,0.44969216,Very High
5e3bcbd30f,111,481.0,0.30609524,0,0.16004874,0.466144,Very High
6b9b22c6fa,153,56714.469999999994,0.30570513,0,0.29842567,0.6041308,Very High
c9efa03755,144,62331.04000000001,0.30559692,0,0.33393046,0.6395274,Very High
3ea0aa074a,352,15554.31,0.30449164,1,0.6395523,0.94404393,Very High
3327d47756,231,12503.0,0.30447048,0,0.34246713,0.6469376,Very High
05f720c77d,335,127154.73999999999,0.30366609,1,0.4250913,0.7287574,Very High
f99505e962,153,46513.65,0.30365977,0,0.31079683,0.6144566,Very High
a2369c229d,342,18674.31,0.30347788,1,0.5284865,0.8319644,Very High
eab39900e8,152,20879.46,0.30318582,1,0.27449608,0.5776819,Very High
425cc70399,414,100221.0,0.30223733,0,0.31011105,0.6123484,Very High
9ad22c1b28,211,486.0,0.3018997,0,0.2203978,0.5222975,Very High
23455fa635,155,122796.78,0.30090746,0,0.39605096,0.6969584,Very High
142c9e5509,144,61207.36,0.300454,1,0.34289035,0.64334434,Very High
4b90b56a6f,313,44539.08,0.2998079,1,0.4730888,0.7728967,Very High
b2d331c313,211,539.0,0.29950136,0,0.29766196,0.5971633,Very High
0642d048db,153,53874.88,0.2994649,0,0.30734918,0.6068141,Very High
5c489b3235,221,473.0,0.2986669,0,0.2876746,0.5863415,Very High
a6e6773125,235,209373.69,0.29846728,0,0.32271057,0.62117785,Very High
fe9edd7cc7,111,261.53,0.29791325,1,0.15046652,0.44837978,High
3d9ff10bd8,444,89691.99,0.29758307,1,0.41405055,0.7116336,High
ef0c610f2a,154,95089.82,0.2975112,1,0.3959684,0.6934796,High
ac3e3af2b5,152,28501.29,0.29735273,0,0.36727417,0.6646269,High
419963c5dd,411,388.7,0.29706678,0,0.4327319,0.7297987,High
364d061a74,153,38639.0,0.29703847,1,0.38040504,0.6774435,High
feafe12a60,111,522.0,0.2970137,0,0.15338568,0.4503994,High
6f0cf7c0e0,245,129022.22,0.29688165,0,0.4103162,0.70719784,High
f5b870f002,413,42970.2,0.29665518,0,0.50301874,0.7996739,High
6bda463e9f,454,69721.47,0.296009,1,0.59926814,0.89527714,High
73b1da135b,511,794.0,0.2957504,0,0.4326488,0.7283992,High
03221f4728,514,78204.72,0.29475522,0,0.1800022,0.4747574,High
7d37c83e6e,111,532.0,0.29473358,1,0.2603792,0.5551128,High
360eee3aff,511,835.0,0.29457432,0,0.35544467,0.650019,High
341aaf23f8,441,4580.97,0.29451108,0,0.58405364,0.8785647,High
580f980533,521,407.0,0.2934394,0,0.48464394,0.7780833,High
890191381b,211,265.0,0.2928456,1,0.14479806,0.43764365,High
c9e1ad1db8,411,1317.98,0.29271337,0,0.27325365,0.565967,High
d9b3f8e560,155,199732.63,0.2926885,0,0.13565406,0.42834255,High
8bb56dd4bb,411,612.44,0.29226312,0,0.35920742,0.65147054,High
220166db1d,311,390.0,0.29167354,0,0.26291823,0.5545918,High
27ad7bdcff,314,74279.0,0.29045296,1,0.10403069,0.39448366,High
479f6114fc,411,8739.0,0.28922322,0,0.2790307,0.56825393,High
cf49fb65b2,211,640.58,0.28834766,1,0.25151336,0.539861,High
10f6147f52,352,29859.79,0.28827107,0,0.47836834,0.7666394,High
3d5ece9e0e,342,17516.84,0.28818947,1,0.51688975,0.8050792,High
ab69e15f6c,313,54956.76,0.28782684,0,0.4680438,0.75587064,High
221d9f922a,514,77178.6,0.28748986,1,0.3222023,0.60969216,High
189d1645a2,511,419.78,0.2871232,1,0.37785488,0.6649781,High
5bd2cc6e66,311,37.980000000000004,0.2870955,0,0.16703315,0.45412865,High
7985044d8f,412,25843.0,0.28698474,0,0.38272256,0.6697073,High
1c99a19a35,111,237.0,0.2868034,0,0.16975158,0.45655498,High
fe657c3890,211,181.0,0.2866645,0,0.17507745,0.46174192,High
9752d53d06,444,71221.99,0.2853601,0,0.5680003,0.8533604,High
412a096b7a,143,37342.35,0.2850125,1,0.3457825,0.630795,High
b7c6afc6a1,111,91.45,0.28455698,0,0.13511409,0.4196711,High
e456f866f8,111,320.31,0.28448942,0,0.14140764,0.42589706,High
dbee513f63,153,50941.2,0.28442645,0,0.41412556,0.698552,High
fc2a853e0f,211,322.0,0.2840771,0,0.1704804,0.4545575,High
1f06fe6f34,211,265.65999999999997,0.28398046,1,0.14081159,0.42479205,High
3c7dd60e78,412,30193.93,0.28374445,1,0.5036309,0.78737533,High
94dcec0568,414,82453.0,0.28371486,1,0.1329647,0.41667956,High
38571fccdd,325,124630.0,0.2835671,1,0.2940314,0.5775985,High
74ffaa5cdb,211,268.13,0.28274906,1,0.19702645,0.47977552,High
d776fa749f,111,285.0,0.28209606,1,0.20416132,0.48625737,High
ce6a931cb4,531,1342.0,0.28175434,0,0.49190614,0.7736605,High
a6028bca5a,411,76.0,0.28169924,0,0.35184926,0.6335485,High
c17c98979b,411,582.0,0.28153387,1,0.31293318,0.59446704,High
343a466f47,554,87031.1,0.2812088,0,0.61899656,0.9002054,High
b3fd558365,145,231544.59,0.28118142,0,0.4511222,0.7323036,High
287a6f6ada,543,48860.28,0.28094465,0,0.5199039,0.80084854,High
6b19be2bc3,411,327.94,0.28073016,0,0.4716014,0.75233155,High
4e681088b1,532,19953.14,0.28064203,0,0.4708547,0.75149673,High
6a5181baf8,225,355764.32,0.2806378,1,0.33152074,0.61215854,High
a1b0f5076b,511,1000.0,0.28041744,1,0.280361,0.56077844,High
52776a6e3d,211,327.0,0.28027332,0,0.19817863,0.47845194,High
213e65c626,143,52864.36,0.28001186,0,0.3954303,0.67544216,High
307d7f21c1,153,48351.33,0.279987,1,0.23402068,0.5140077,High
860bd2070d,111,797.78,0.27983284,1,0.26472723,0.5445601,High
7f044cef0d,235,322859.0,0.2797523,1,0.3099599,0.5897122,High
16d080daf8,325,160692.11,0.27971822,0,0.27128828,0.5510065,High
19bbfbbfe1,533,40058.35,0.27951145,0,0.38870877,0.6682202,High
e7382f5386,111,369.0,0.27945548,1,0.22589667,0.50535214,High
ff47ffe826,211,390.0,0.27935642,1,0.1446716,0.424028,High
ded040feca,413,42336.96,0.27930737,0,0.43064773,0.7099551,High
4b650f5c98,413,42748.630000000005,0.27930737,1,0.43064773,0.7099551,High
06667f819b,452,23016.86,0.27928168,1,0.59219956,0.87148124,High
c9a8e6d13a,155,177713.37,0.27906168,0,0.16469108,0.44375277,High
6e9a5d238d,511,139.0,0.2788294,1,0.45391005,0.73273945,High
804eb2e97d,541,13566.3,0.27856618,1,0.57965,0.85821617,High
931fdd3c35,211,393.0,0.27852812,0,0.17036209,0.4488902,High
5d9bff9453,134,87560.0,0.27838695,0,0.30970806,0.588095,High
d868b09ff6,111,153.0,0.27828866,0,0.13940807,0.4176967,High
e374eb9269,411,2391.0,0.2782688,1,0.38715357,0.6654224,High
a8e4af1359,341,1109.43,0.2781704,1,0.5347364,0.8129068,High
95594952b2,411,239.97000000000003,0.2778449,1,0.34571898,0.6235639,High
90a2c2ebd3,153,51603.5,0.27745152,1,0.42741704,0.70486856,High
9a4589613c,311,305.0,0.2771901,1,0.25316238,0.5303525,High
3bc12c6bc9,211,852.88,0.27706552,0,0.24620467,0.5232702,High
2752910b42,211,303.0,0.27625084,0,0.14775155,0.4240024,High
136d247c08,211,435.96000000000004,0.27615494,0,0.20681226,0.4829672,High
bca46517cf,521,2746.38,0.27614626,0,0.37141326,0.6475595,High
e490febdc8,211,497.0,0.2760172,0,0.21421763,0.49023482,High
241c10201a,441,3586.0,0.27563852,0,0.589197,0.8648355,High
f7ee53be79,111,294.0,0.2755742,0,0.13889666,0.41447085,High
fd7cc3a836,254,87695.92,0.2748909,1,0.36134917,0.63624007,High
bed7fc0c7c,211,281.0,0.27445877,1,0.15139295,0.42585173,High
006dec5b5a,111,72.9,0.27440846,0,0.2238854,0.49829388,High
5779a5de8d,225,373728.94,0.2743654,1,0.34630367,0.62066907,High
12cea929c0,211,1266.04,0.27422604,0,0.32412663,0.5983527,High
d5cbc17430,113,39280.0,0.27417764,1,0.13976121,0.41393885,High
c31ad99489,355,135199.68000000002,0.27403057,1,0.5734449,0.84747547,High
c218ef608e,124,62410.53,0.27368748,0,0.1707694,0.44445688,High
b7b15ff343,154,78106.0,0.27360445,0,0.39826274,0.6718672,High
adfcbcdde2,111,528.0,0.2735057,1,0.2664128,0.5399185,High
889e6dab5a,111,552.0,0.27345014,1,0.23249839,0.50594854,High
e8df8c9f9b,145,138720.66,0.27338314,1,0.3602851,0.63366824,High
7a8f4609a7,231,1143.0,0.27337116,0,0.4464869,0.71985805,High
e28b59908d,411,688.0,0.27323538,0,0.34411,0.6173454,High
f8150d883b,111,392.0,0.27309248,1,0.24917439,0.52226686,High
404c7e9a31,335,249754.47,0.27270934,1,0.2922252,0.56493455,High
50a201f64c,211,397.43,0.27229238,1,0.16211103,0.43440342,High
91aa7dbb1a,255,317738.08,0.271833,0,0.532836,0.804669,High
d8e0174627,111,536.0,0.27143797,0,0.2526503,0.52408826,High
8fdbe54ba4,225,201185.94,0.2714255,1,0.25083292,0.5222584,High
f278b253ec,425,593600.0,0.27125913,1,0.40488654,0.6761457,High
ce6a44ca81,152,23351.8,0.27124107,0,0.21620436,0.4874454,High
28a2512e88,211,893.7,0.27112073,0,0.28042853,0.55154926,High
de9186a191,211,206.99,0.27094793,1,0.26705396,0.5380019,High
12304e9fa4,144,94475.23,0.27092314,1,0.36402297,0.6349461,High
9bf35efc64,321,2611.94,0.27085438,0,0.3347253,0.6055797,High
c9066b241b,341,3853.6099999999997,0.27064884,0,0.6115792,0.882228,High
b44f25a55b,211,320.89,0.270539,0,0.16149275,0.43203172,High
ac5e1bd1bf,155,121748.11,0.27053538,0,0.26373878,0.53427416,High
a3b55f32bf,155,186491.12,0.27034163,0,0.19525705,0.4655987,High
d245fadf09,111,900.0,0.26943287,0,0.2582287,0.52766156,High
6ff763aa2f,121,962.0,0.26942778,1,0.27714938,0.54657716,High
b1354ba905,231,2819.0,0.26938027,0,0.26180935,0.5311896,High
9072c18247,411,3531.05,0.26937246,0,0.29307443,0.5624469,High
d6c21799a4,442,27606.989999999998,0.26895052,1,0.5585367,0.82748723,High
553ab5faea,111,429.0,0.2687873,0,0.23132417,0.50011146,High
743a96e7ce,145,200689.63999999998,0.26870602,0,0.18933494,0.45804095,High
1ffc9d3ffc,541,5334.99,0.26853698,1,0.6191195,0.8876565,High
03be061ac1,254,112216.0,0.2683625,1,0.48201206,0.75037456,High
cb5a36f1ff,342,23759.97,0.2682464,0,0.5033385,0.7715849,High
b7797968bb,311,84.0,0.26811004,0,0.30461818,0.5727282,High
73caa88776,223,35326.78,0.26804587,1,0.43354777,0.70159364,High
d0450bf344,145,263590.03,0.267604,0,0.4752692,0.7428732,High
b3f2879812,452,16498.55,0.26751953,1,0.64906436,0.9165839,High
c4d9781dcc,221,1026.63,0.2674314,0,0.30503163,0.57246304,High
4c4a07d9b0,411,106.18,0.2673957,1,0.36214343,0.62953913,High
5b66957e78,121,702.0,0.2673672,0,0.25967088,0.5270381,High
cbc1c41f93,511,5689.52,0.26716524,0,0.32140994,0.5885752,High
c5e63fa564,153,36198.2,0.26703647,0,0.39693418,0.66397065,High
b55c7435f3,221,4527.84,0.26696992,1,0.26688123,0.53385115,High
dd8fc5474d,544,81890.52,0.26681814,0,0.48942205,0.7562402,High
c0b04bf71c,511,7256.12,0.26672065,1,0.36722207,0.6339427,High
e37941ceed,351,5732.0,0.26666385,1,0.679662,0.94632584,High
af0a96e979,111,195.68,0.26639494,0,0.12845454,0.39484948,High
d67281e1e8,111,794.96,0.26639026,1,0.32775986,0.5941501,High
7f2339defb,155,119995.34000000001,0.26634562,0,0.40787375,0.67421937,High
cda3aa8296,551,1261.48,0.2662593,1,0.63558763,0.90184695,High
3e71ded4b4,111,292.96,0.26617396,0,0.17207547,0.43824944,High
b68547f108,411,8514.0,0.26616818,0,0.3003794,0.5665476,High
7e770a37d9,311,859.0,0.26609582,1,0.33177114,0.59786695,High
1d5fba6d57,351,12647.68,0.2658986,0,0.6791623,0.9450609,High
66171a090e,111,454.0,0.26568064,0,0.280319,0.54599965,High
c96cf0c827,211,1030.79,0.2655695,0,0.27072334,0.53629285,High
68c409c69f,522,16760.25,0.26499355,1,0.35493153,0.6199251,High
dfcd6fd94e,111,876.0,0.2644428,0,0.24530779,0.5097506,High
3dd0c30a69,411,1679.0,0.2642725,1,0.34517622,0.60944873,High
62891524eb,543,32635.739999999998,0.26390183,1,0.59566325,0.8595651,High
a4799e0571,414,85383.64,0.26388606,1,0.41994902,0.6838351,High
e93e9e8221,324,59942.14,0.26363134,1,0.47370422,0.73733556,High
b2ec866fe4,242,16361.0,0.26352456,0,0.47000864,0.7335332,High
7878db3193,151,11797.44,0.2635178,1,0.41889614,0.68241394,High
9323a884ac,211,1088.18,0.26348948,0,0.2717446,0.5352341,High
8bdada02fe,311,244.0,0.26337656,0,0.3473808,0.61075735,High
51378ef600,211,291.0,0.26336306,0,0.14995308,0.41331616,High
f8ea00cca5,153,47835.8,0.26322877,0,0.49983233,0.7630611,High
ab6e24662b,253,52467.56,0.2631055,0,0.5732933,0.83639884,High
6f88e1af81,211,143.0,0.26275337,0,0.28506774,0.5478211,High
d32cf4bec9,211,548.99,0.2627256,0,0.21071653,0.4734421,High
032731bf8f,152,27119.75,0.26270825,1,0.4424662,0.70517445,High
a73687896e,121,4120.0,0.26262438,0,0.24217808,0.50480247,High
5e91e2986d,154,89307.63,0.26244625,0,0.46667072,0.729117,High
1f35f14032,111,333.99,0.261784,1,0.16290894,0.42469293,High
25cff27cd6,211,1241.0,0.26167455,0,0.28045002,0.54212457,High
018eab4dfe,225,163668.19,0.26166356,0,0.23489353,0.4965571,High
c5f8a636f2,234,89680.89,0.26156473,1,0.3764848,0.63804954,High
182294745d,111,81.0,0.26153105,0,0.16213644,0.4236675,High
ebab187024,521,1293.51,0.26141605,1,0.32460132,0.5860174,High
79168d27d7,514,69662.0,0.26107064,1,0.48188695,0.7429576,High
4ed9e2a3b7,211,385.56,0.260948,0,0.1898129,0.4507609,High
e2ed3359b2,421,1779.0,0.2608504,1,0.36694857,0.627799,High
2f311332d3,414,80885.44,0.2606488,1,0.30103517,0.56168395,High
9b64317f09,111,499.0,0.26064602,0,0.19811031,0.45875633,High
e75a6d40b1,445,168382.04,0.26056713,1,0.58031094,0.84087807,High
6588b2e52a,411,12065.6,0.26050282,1,0.3366903,0.5971931,High
bcd4a8b640,154,59896.7,0.26038456,0,0.17505838,0.43544295,High
52352c7f57,144,106603.31,0.25999668,1,0.34333882,0.6033355,High
b57ba8e6ba,411,11718.0,0.2599927,1,0.30059668,0.5605894,High
72b6338fec,335,233975.40999999997,0.25996324,1,0.37229952,0.63226277,High
8076defbed,532,15271.06,0.25970358,1,0.51387334,0.7735769,High
cc7f7ac434,235,125420.47,0.2596535,0,0.27490795,0.53456146,High
36709da1b9,553,32293.0,0.25944906,1,0.60085225,0.8603013,High
6bb797018f,522,27152.52,0.2593374,0,0.45303163,0.712369,High
e44544294a,342,22401.79,0.25925988,0,0.52026796,0.77952784,High
fb8c57598b,221,925.49,0.25906384,1,0.3578431,0.61690694,High
ffd0e97286,211,230.68,0.25899658,0,0.21334442,0.472341,High
e23378f393,541,1898.0,0.25896466,1,0.5628814,0.82184607,High
4038048e82,551,5256.14,0.2587859,0,0.6120727,0.8708586,High
b88204e2b3,121,974.99,0.25857422,0,0.28510877,0.543683,High
6bac660563,321,1707.0,0.25827968,0,0.3695094,0.6277891,High
c69e592555,234,100181.98,0.25825855,0,0.31472197,0.5729805,High
aecadb1d27,151,2108.7,0.25774124,1,0.49026427,0.7480055,High
ffe2d2bdbc,451,2897.0,0.25766677,0,0.60894156,0.8666083,High
0110dbc44c,225,352791.81,0.2573531,1,0.47639403,0.7337471,High
c4972c60bb,211,1372.95,0.25732562,0,0.3029149,0.5602405,High
d92e46e8a0,111,317.0,0.25718585,1,0.2796407,0.53682655,High
f00bcdf847,111,1147.0,0.25703913,1,0.2091356,0.46617472,High
51a74744ea,311,888.86,0.25685525,0,0.2847529,0.54160815,High
0dc8bc4ca1,211,190.99,0.25678277,0,0.12390712,0.3806899,High
052aad6220,111,461.72,0.25654548,1,0.23302595,0.48957145,High
0628ebcdb5,225,129189.29,0.2563858,1,0.24941693,0.50580275,High
d39fbaae85,211,1294.0,0.2563269,1,0.2479903,0.5043172,High
f5e6f3aed1,111,433.88,0.25631133,0,0.1481624,0.40447372,High
d7beb85bc9,211,495.0,0.256068,0,0.23312174,0.48918974,High
ce6f2ffe69,211,370.0,0.25605547,1,0.21608298,0.47213843,High
c61baf5b6e,121,878.79,0.25584793,0,0.33710802,0.59295595,High
1097750e47,411,1208.82,0.25575176,0,0.38933793,0.6450897,High
a8200c9d94,411,6652.0,0.25575116,1,0.30885145,0.5646026,High
7ee4b1f2ce,322,15678.27,0.2556948,1,0.4517662,0.707461,High
5c270e445b,211,924.0,0.25528115,1,0.18542413,0.44070527,High
28f1f3f72b,411,473.86,0.25493827,1,0.44188085,0.6968191,High
9d3c114b9e,411,767.0,0.25490138,0,0.30738083,0.5622822,High
7f936b572c,221,13515.53,0.25483686,1,0.25540596,0.5102428,High
12f00a8f28,551,5505.9,0.25480193,1,0.59948057,0.8542825,High
fb35b610c4,211,1413.81,0.25461495,0,0.24722742,0.5018424,High
230494b193,413,48016.0,0.25445756,0,0.44205168,0.69650924,High
91e90b1652,155,131792.07,0.2543733,0,0.28758627,0.5419596,High
b51bcd858b,432,17361.0,0.25435442,1,0.36465752,0.61901194,High
6e234b4ec7,332,19323.71,0.2543504,1,0.3019869,0.5563373,High
e2a3099f78,521,1002.0,0.2541915,0,0.35679248,0.61098397,High
b3ca65c645,153,40194.18,0.2541296,0,0.3505959,0.6047255,High
dff39e7940,131,831.0,0.25405726,1,0.3292009,0.58325815,High
e195dd98bd,255,127668.04000000001,0.25375623,1,0.5883329,0.8420891,High
ea9ff67b8a,511,6745.76,0.2534878,0,0.3571395,0.6106273,High
7fd0784fa4,314,96351.48,0.2532976,1,0.29114416,0.54444176,High
fd51a9f15d,211,393.0,0.25316662,1,0.16276455,0.41593117,High
44e0cb1791,111,223.0,0.25307655,1,0.19493096,0.4480075,High
5d6ffcddae,111,130.0,0.2528441,1,0.15785785,0.41070193,High
bda5308300,111,130.0,0.2528441,0,0.15785785,0.41070193,High
a27d6add8e,431,11552.56,0.2528372,1,0.4994683,0.7523055,High
73ced71443,221,830.89,0.2525312,0,0.31493393,0.5674651,High
a9707591df,334,104942.40999999999,0.25250018,1,0.37172538,0.62422556,High
86ae92d556,121,474.0,0.25238177,0,0.29399964,0.5463814,High
173caede87,211,426.69,0.25222588,0,0.17801388,0.43023974,High
115d6963ec,111,410.19,0.25211495,0,0.15706311,0.40917805,High
1c2587a771,221,6119.0,0.25204334,1,0.39330313,0.64534646,High
210d4b29ac,144,94515.79,0.25195447,1,0.3148869,0.56684136,High
