client_id,cate,expected_incremental_revenue,expected_incremental_profit_per_customer,expected_roi_pct_per_customer,rfm_segment,monetary_capped,aov,frequency,recency,campaign_id,strategy_name,optimizer,constraint
c7e546d70a,0.386104507168113,19.30522535840565,18.80522535840565,37.6104507168113,211,230.9,57.725,4,11,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b97b8eb2b4,0.3832594734565882,19.16297367282941,18.66297367282941,37.32594734565882,111,342.7,68.53999999999999,5,12,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
e992721acd,0.38094276572019,19.0471382860095,18.5471382860095,37.094276572019,355,173451.85,2195.5930379746837,79,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
8e3108a49e,0.3767201873790692,18.83600936895346,18.33600936895346,36.67201873790692,542,29659.29,1412.347142857143,21,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
24cf454c4c,0.3750408158139303,18.752040790696515,18.252040790696515,36.50408158139303,111,762.0,127.0,6,12,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
41b307ef23,0.3745621830728213,18.728109153641064,18.228109153641064,36.45621830728213,412,32103.23,16051.615,2,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bcaa7a87c2,0.3736255416426244,18.68127708213122,18.18127708213122,36.36255416426244,411,282.0,56.4,5,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
8a63b2c58d,0.3735495780590712,18.67747890295356,18.17747890295356,36.35495780590712,211,223.62,55.905,4,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
cdd2f8cbba,0.37277756734215,18.638878367107502,18.138878367107502,36.277756734215004,154,75533.71,1180.21421875,64,20,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
8947087906,0.3727603086523552,18.63801543261776,18.13801543261776,36.27603086523552,211,719.0,119.83333333333333,6,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
953d4c601f,0.3724893197622869,18.624465988114345,18.124465988114345,36.24893197622869,153,51156.05,897.4745614035088,57,13,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
e43ecbe35c,0.3702300556685537,18.511502783427687,18.011502783427687,36.023005566855375,341,1925.0,87.5,22,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
37dbc81fb3,0.369541796651771,18.47708983258855,17.97708983258855,35.9541796651771,211,128.0,42.666666666666664,3,10,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
c31b68e6d4,0.3674978561463889,18.374892807319444,17.874892807319444,35.74978561463889,445,206448.35,8257.934000000001,25,2,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d9206be526,0.3661909744109626,18.30954872054813,17.80954872054813,35.61909744109626,111,177.0,59.0,3,16,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
301a240dd0,0.3642106507743023,18.210532538715114,17.710532538715114,35.42106507743023,542,32137.76,1190.2874074074073,27,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
34a46b0abf,0.3641114007825127,18.205570039125636,17.705570039125636,35.41114007825127,341,1248.0,56.72727272727273,22,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
28145f61ee,0.3641114007825127,18.205570039125636,17.705570039125636,35.41114007825127,441,4700.0,162.06896551724137,29,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
75eb3fc958,0.3621340921000949,18.106704605004744,17.606704605004744,35.21340921000949,154,108568.34,3289.949696969697,33,17,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
cfa9e4c0ad,0.3618671378752026,18.09335689376013,17.59335689376013,35.18671378752026,211,360.0,120.0,3,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
05389caf09,0.3614429001000413,18.072145005002067,17.572145005002067,35.144290010004134,211,136.58,45.52666666666667,3,10,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
672ff23625,0.3592570398279233,17.962851991396164,17.462851991396164,34.92570398279233,211,601.0,120.2,5,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6b27ba507a,0.3567567700193097,17.837838500965486,17.337838500965486,34.67567700193097,413,39141.0,19570.5,2,2,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ca5566b1a3,0.3556836291123293,17.784181455616466,17.284181455616466,34.56836291123293,455,753208.75,9185.47256097561,82,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
7748afc1ba,0.3555924549188319,17.779622745941595,17.279622745941595,34.55924549188319,344,111906.85999999999,5086.675454545454,22,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4b2641f755,0.3547936962453443,17.739684812267214,17.239684812267214,34.47936962453443,153,36194.14,928.0548717948718,39,12,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
205a845a5b,0.3519047833393351,17.595239166966756,17.095239166966756,34.19047833393351,211,159.0,39.75,4,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
661b6416bf,0.3508467047915166,17.54233523957583,17.04233523957583,34.08467047915166,234,77152.06,4538.356470588235,17,10,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
51ff61429e,0.3508467047915166,17.54233523957583,17.04233523957583,34.08467047915166,211,174.0,43.5,4,11,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ef101295b8,0.347602685847697,17.38013429238485,16.88013429238485,33.7602685847697,151,2743.3,85.728125,32,13,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b69156b6be,0.3470113840820671,17.350569204103355,16.850569204103355,33.70113840820671,154,101160.41,3263.2390322580645,31,16,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
889391614a,0.346595044093724,17.3297522046862,16.8297522046862,33.6595044093724,211,104.0,34.666666666666664,3,8,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
8c018c97da,0.3452243958573067,17.261219792865333,16.761219792865333,33.522439585730666,211,236.0,59.0,4,10,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
96e71cd64d,0.3452243958573067,17.261219792865333,16.761219792865333,33.522439585730666,121,510.0,72.85714285714286,7,21,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
5e2ff4d41d,0.3436903806089019,17.184519030445095,16.684519030445095,33.36903806089019,153,54526.83,1090.5366000000001,50,14,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
a97532a606,0.343672278442906,17.183613922145298,16.683613922145298,33.367227844290596,111,844.0,140.66666666666666,6,19,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
05368ed8af,0.343069833392414,17.1534916696207,16.6534916696207,33.3069833392414,214,74504.0,24834.666666666668,3,11,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
0e8f3831e3,0.3430114203193782,17.15057101596891,16.65057101596891,33.30114203193782,351,6545.99,123.50924528301887,53,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
1f9b8e8f7a,0.3426512417238329,17.132562086191644,16.632562086191644,33.26512417238329,211,294.0,98.0,3,10,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6868118e18,0.3416270546081744,17.08135273040872,16.58135273040872,33.16270546081744,332,16536.42,1102.4279999999999,15,4,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
e995fbfc83,0.338955965909091,16.94779829545455,16.44779829545455,32.8955965909091,355,133221.29,4163.1653125,32,6,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
fc549926e7,0.3388146698913803,16.940733494569017,16.440733494569017,32.88146698913803,211,83.0,27.666666666666668,3,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d199d85e73,0.3388146698913803,16.940733494569017,16.440733494569017,32.88146698913803,144,76781.01,2843.741111111111,27,20,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9926f972e0,0.3372848697056707,16.864243485283534,16.364243485283534,32.72848697056707,211,550.35,91.72500000000001,6,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
eab39900e8,0.3372848697056707,16.864243485283534,16.364243485283534,32.72848697056707,152,20879.46,231.994,90,16,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
7ed3ee9d7e,0.3368214906835979,16.841074534179896,16.341074534179896,32.68214906835979,422,29779.32,4254.188571428572,7,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
83d74a20ad,0.3367002028865126,16.83501014432563,16.33501014432563,32.67002028865126,344,92970.0,4042.1739130434785,23,6,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
247cadbab3,0.3359696361798554,16.798481808992772,16.298481808992772,32.596963617985544,211,390.71000000000004,130.23666666666668,3,8,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
017eadc335,0.3359696361798554,16.798481808992772,16.298481808992772,32.596963617985544,211,360.0,90.0,4,10,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9474abbbd0,0.335288078031829,16.76440390159145,16.26440390159145,32.5288078031829,155,118462.81999999999,2417.6085714285714,49,18,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3c6e95f354,0.3351071605404007,16.755358027020034,16.255358027020034,32.51071605404007,541,2181.57,87.26280000000001,25,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3ea0aa074a,0.3347085300140278,16.73542650070139,16.23542650070139,32.47085300140278,352,15554.31,225.42478260869564,69,4,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
eda0dd41e4,0.3343670650581547,16.718353252907736,16.218353252907736,32.43670650581547,543,35970.79,1284.6710714285714,28,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
119deb0144,0.3338408098762341,16.692040493811707,16.192040493811707,32.38408098762341,441,5233.0,237.86363636363637,22,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
fb9a44eccc,0.3300882099827883,16.504410499139414,16.004410499139414,32.00882099827883,154,78772.27,795.6794949494949,99,17,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4d9e86daab,0.3281636882220275,16.408184411101377,15.908184411101377,31.816368822202755,352,20761.0,648.78125,32,4,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b675d03902,0.3264246348490956,16.32123174245478,15.821231742454781,31.642463484909563,514,74223.0,37111.5,2,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d8ae180044,0.3264246348490956,16.32123174245478,15.821231742454781,31.642463484909563,121,579.0,82.71428571428571,7,12,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
608ea160b4,0.3242411347517733,16.212056737588664,15.712056737588664,31.42411347517733,154,60062.0,1177.686274509804,51,12,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4476da9136,0.3242178170527819,16.210890852639096,15.710890852639096,31.421781705278192,411,462.0,231.0,2,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9ad22c1b28,0.3235796011375707,16.178980056878537,15.678980056878537,31.357960113757073,211,486.0,121.5,4,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
307d7f21c1,0.3235796011375707,16.178980056878537,15.678980056878537,31.357960113757073,153,48351.33,636.2017105263158,76,18,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b371880d06,0.3232271291919651,16.161356459598256,15.661356459598256,31.322712919196512,341,924.0,42.0,22,6,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
5d3cc57a65,0.3225940934540678,16.12970467270339,15.62970467270339,31.25940934540678,111,389.0,97.25,4,17,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f99505e962,0.322477170785754,16.1238585392877,15.6238585392877,31.2477170785754,153,46513.65,726.77578125,64,16,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
425cc70399,0.322477170785754,16.1238585392877,15.6238585392877,31.2477170785754,414,100221.0,50110.5,2,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
94dcec0568,0.3218830552163885,16.094152760819426,15.594152760819426,31.188305521638853,414,82453.0,41226.5,2,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
322785e728,0.3207065932640086,16.03532966320043,15.535329663200429,31.070659326400857,314,75145.0,12524.166666666666,6,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6b9b22c6fa,0.3207065932640086,16.03532966320043,15.535329663200429,31.070659326400857,153,56714.469999999994,1050.2679629629629,54,17,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
22206cf06e,0.3194582125972238,15.97291062986119,15.47291062986119,30.94582125972238,211,526.01,105.202,5,11,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
fe9edd7cc7,0.3192432712132594,15.96216356066297,15.46216356066297,30.92432712132594,111,261.53,87.17666666666666,3,21,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
feafe12a60,0.3192432712132594,15.96216356066297,15.46216356066297,30.92432712132594,111,522.0,130.5,4,11,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
5e3bcbd30f,0.3192432712132594,15.96216356066297,15.46216356066297,30.92432712132594,111,481.0,96.2,5,17,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
c9a8e6d13a,0.3192432712132594,15.96216356066297,15.46216356066297,30.92432712132594,155,177713.37,5553.5428125,32,16,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3d5ece9e0e,0.3182715941011237,15.913579705056186,15.413579705056186,30.827159410112372,342,17516.84,834.1352380952382,21,4,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d17fc8b781,0.3179599012551868,15.89799506275934,15.39799506275934,30.79599012551868,551,6081.59,190.0496875,32,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9fd4155c43,0.3179106366182501,15.895531830912505,15.395531830912505,30.79106366182501,331,1150.0,95.83333333333333,12,5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6bda463e9f,0.3177998321747868,15.88999160873934,15.38999160873934,30.77998321747868,454,69721.47,2178.7959375,32,3,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
471617e5cc,0.317756562549039,15.88782812745195,15.38782812745195,30.7756562549039,254,102523.51000000001,1971.6059615384618,52,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
195e2360e6,0.317756562549039,15.88782812745195,15.38782812745195,30.7756562549039,514,86540.92,21635.23,4,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
360eee3aff,0.3175605791962175,15.878028959810875,15.378028959810875,30.75605791962175,511,835.0,139.16666666666666,6,1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3327d47756,0.3175605791962175,15.878028959810875,15.378028959810875,30.75605791962175,231,12503.0,694.6111111111111,18,9,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
142c9e5509,0.3165281104692123,15.826405523460615,15.326405523460615,30.65281104692123,144,61207.36,2040.2453333333333,30,20,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
af0a96e979,0.3160570289545554,15.80285144772777,15.30285144772777,30.60570289545554,111,195.68,65.22666666666667,3,18,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4b90b56a6f,0.3159864017622638,15.79932008811319,15.29932008811319,30.59864017622638,313,44539.08,7423.18,6,6,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d9b3f8e560,0.3137999602306622,15.68999801153311,15.18999801153311,30.37999602306622,155,199732.63,2406.4172289156627,83,20,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b7c6afc6a1,0.3137999602306622,15.68999801153311,15.18999801153311,30.37999602306622,111,91.45,30.483333333333334,3,17,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6569b54f16,0.3131088855742596,15.655444278712979,15.155444278712979,30.310888557425958,413,33051.479999999996,16525.739999999998,2,2,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
