client_id,cate,expected_incremental_revenue,expected_incremental_profit_per_customer,rfm_segment,monetary_capped,campaign_id,strategy_name,optimizer,constraint
fbc32d81db,0.3242411347517733,16.212056737588664,15.712056737588664,312,27201.8,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bb19443479,0.3192432712132594,15.96216356066297,15.46216356066297,111,273.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3c421bb085,0.3192432712132594,15.96216356066297,15.46216356066297,414,74227.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
27ad7bdcff,0.3160570289545554,15.80285144772777,15.30285144772777,314,74279.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
a6e6773125,0.3126319958382212,15.63159979191106,15.13159979191106,235,209373.69,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
1c99a19a35,0.3126307135336285,15.631535676681423,15.131535676681423,111,237.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
931fdd3c35,0.3126307135336285,15.631535676681423,15.131535676681423,211,393.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d26a125eb4,0.3108173511900219,15.540867559501095,15.040867559501095,335,168979.62,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
fe657c3890,0.3082228381295733,15.411141906478665,14.911141906478665,211,181.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
405c1a176d,0.3055062909759329,15.275314548796645,14.775314548796645,211,181.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ef0c610f2a,0.3050604054330763,15.253020271653813,14.753020271653813,154,95089.82,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
10f6147f52,0.3023236110645894,15.11618055322947,14.61618055322947,352,29859.79,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
889e6dab5a,0.3017630277810239,15.088151389051193,14.588151389051193,111,552.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
05f720c77d,0.2998941004011665,14.994705020058325,14.494705020058325,335,127154.73999999999,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d245fadf09,0.2978134178774878,14.890670893874388,14.390670893874388,111,900.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
1f35f14032,0.2937428119608971,14.687140598044854,14.187140598044854,111,333.99,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bed7fc0c7c,0.2937428119608971,14.687140598044854,14.187140598044854,211,281.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f278b253ec,0.292839310784541,14.64196553922705,14.14196553922705,425,593600.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
c96cf0c827,0.2909319372126163,14.546596860630814,14.046596860630814,211,1030.79,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
adfcbcdde2,0.2909319372126163,14.546596860630814,14.046596860630814,111,528.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
470ad07791,0.2880869035010914,14.40434517505457,13.90434517505457,144,103097.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4b650f5c98,0.2870098756525349,14.350493782626744,13.850493782626744,413,42748.630000000005,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bcd4a8b640,0.2851016971110247,14.255084855551234,13.755084855551234,154,59896.7,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
5e91e2986d,0.2843674080142921,14.218370400714605,13.718370400714605,154,89307.63,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d7beb85bc9,0.2839924061238886,14.19962030619443,13.69962030619443,211,495.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b6e3b184e6,0.2821190446553105,14.105952232765526,13.605952232765526,111,778.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
e8df8c9f9b,0.2819975717192312,14.099878585961559,13.599878585961559,145,138720.66,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
12304e9fa4,0.2819975717192312,14.099878585961559,13.599878585961559,144,94475.23,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d776fa749f,0.2811103473846946,14.05551736923473,13.55551736923473,111,285.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
22d6ab2f00,0.2800196979301456,14.00098489650728,13.50098489650728,152,29884.88,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
95594952b2,0.2798690671031095,13.993453355155475,13.493453355155475,411,239.97000000000003,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
189d1645a2,0.2792500000000003,13.962500000000015,13.462500000000015,511,419.78,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bca46517cf,0.2787329990779161,13.936649953895804,13.436649953895804,521,2746.38,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
5c270e445b,0.2779272707624142,13.89636353812071,13.39636353812071,211,924.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
1ffc9d3ffc,0.2777024145819836,13.88512072909918,13.38512072909918,541,5334.99,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
fb35b610c4,0.275996844520941,13.79984222604705,13.29984222604705,211,1413.81,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d39fbaae85,0.275996844520941,13.79984222604705,13.29984222604705,211,1294.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ec1a172367,0.2744100964538282,13.72050482269141,13.22050482269141,522,14807.29,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6e4fa67567,0.2744100964538282,13.72050482269141,13.22050482269141,244,112874.75,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
c69e592555,0.2744100964538282,13.72050482269141,13.22050482269141,234,100181.98,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ebab187024,0.2744100964538282,13.72050482269141,13.22050482269141,521,1293.51,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6a801e357a,0.2733962202988751,13.669811014943756,13.169811014943756,311,85.99000000000001,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d0450bf344,0.2727492267538523,13.637461337692617,13.137461337692617,145,263590.03,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
0110dbc44c,0.2727492267538523,13.637461337692617,13.137461337692617,225,352791.81,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9072c18247,0.2699789604387261,13.498948021936306,12.998948021936306,411,3531.05,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
404c7e9a31,0.2699789604387261,13.498948021936306,12.998948021936306,335,249754.47,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
8076defbed,0.2698770929118412,13.49385464559206,12.99385464559206,532,15271.06,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
a3b55f32bf,0.2696937216637098,13.48468608318549,12.98468608318549,155,186491.12,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f5e6f3aed1,0.2691093257568522,13.45546628784261,12.95546628784261,111,433.88,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
136d247c08,0.2687203123424099,13.436015617120495,12.936015617120495,211,435.96000000000004,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ce6a44ca81,0.2687203123424099,13.436015617120495,12.936015617120495,152,23351.8,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
e374eb9269,0.2685447830101573,13.427239150507864,12.927239150507864,411,2391.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
98ad030aa0,0.2662703301445445,13.313516507227224,12.813516507227224,311,219.88,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
5e95a7b985,0.26450307923352,13.225153961676,12.725153961676,241,2304.57,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
64f13d608a,0.2643682336317329,13.218411681586645,12.718411681586645,511,1948.1,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
80eb179e78,0.2643682336317329,13.218411681586645,12.718411681586645,411,941.15,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
1ad90a571d,0.2593058968058968,12.965294840294838,12.465294840294838,413,47398.28,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f80ceb352b,0.2585585877782297,12.927929388911485,12.427929388911485,111,216.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f09a6719e3,0.2582262228638057,12.911311143190286,12.411311143190286,211,178.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9c7f9407aa,0.2580888926731661,12.904444633658304,12.404444633658304,211,331.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
fe4dd7b9b3,0.2580888926731661,12.904444633658304,12.404444633658304,111,1165.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f31a53554c,0.2571680531926512,12.858402659632558,12.358402659632558,414,99581.34,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
25ed3eb60d,0.2571680531926512,12.858402659632558,12.358402659632558,325,555896.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
429998d5d2,0.2568919868372479,12.844599341862395,12.344599341862395,551,4448.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ab6e24662b,0.2564586887643187,12.822934438215935,12.322934438215935,253,52467.56,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
a5e1360bbe,0.2535051428601796,12.67525714300898,12.17525714300898,153,46120.27,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3518cc3b20,0.2535051428601796,12.67525714300898,12.17525714300898,143,54522.8,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
95a6fda216,0.2526151336798561,12.630756683992805,12.130756683992805,354,88351.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
c072610af0,0.2519460300985988,12.59730150492994,12.09730150492994,111,203.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
a4c797c7ef,0.2512103388948907,12.560516944744535,12.060516944744535,514,74461.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6336f6b69a,0.2509144663245556,12.54572331622778,12.04572331622778,111,214.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
e2ed3359b2,0.2503765175964346,12.51882587982173,12.01882587982173,421,1779.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b0bae4a459,0.2500062067082104,12.50031033541052,12.00031033541052,411,3119.02,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f969c856bf,0.2500062067082104,12.50031033541052,12.00031033541052,412,22443.98,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
13dead7aff,0.2500062067082104,12.50031033541052,12.00031033541052,511,8028.02,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
0f7e312dc9,0.2499819226131493,12.499096130657465,11.999096130657465,153,43851.82,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ffe2d2bdbc,0.2486981743398716,12.43490871699358,11.93490871699358,451,2897.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4038048e82,0.2486981743398716,12.43490871699358,11.93490871699358,551,5256.14,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
60898fbda0,0.2484302004141599,12.421510020707995,11.921510020707995,434,83061.83,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
0d8c8bfa8b,0.24833416571899,12.4167082859495,11.9167082859495,211,1087.99,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
13b4c21f51,0.24833416571899,12.4167082859495,11.9167082859495,124,93342.09,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
38dc7b3ffa,0.24833416571899,12.4167082859495,11.9167082859495,411,1607.73,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
2ad2936e42,0.24833416571899,12.4167082859495,11.9167082859495,511,5214.35,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3f4d343c47,0.24833416571899,12.4167082859495,11.9167082859495,411,1859.96,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
6304f2d7e9,0.24833416571899,12.4167082859495,11.9167082859495,221,1316.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4eb2c5346a,0.24833416571899,12.4167082859495,11.9167082859495,111,794.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
2af21c73d7,0.2481744829137113,12.408724145685564,11.908724145685564,444,100392.16,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
3b4091030e,0.2475381546945436,12.37690773472718,11.87690773472718,211,807.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
c9c3bbb3b2,0.2475381546945436,12.37690773472718,11.87690773472718,111,583.05,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
0160dbab5e,0.2475381546945436,12.37690773472718,11.87690773472718,111,1196.22,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
73ced71443,0.2468569249689849,12.342846248449245,11.842846248449245,221,830.89,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
4326738ee3,0.2468569249689849,12.342846248449245,11.842846248449245,421,1257.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
26d1f1be70,0.2468569249689849,12.342846248449245,11.842846248449245,524,114876.41,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
346541cafa,0.2458602004056549,12.293010020282745,11.793010020282745,213,46341.6,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
9ad074207c,0.2458602004056549,12.293010020282745,11.793010020282745,211,277.78,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
aaefaba5e1,0.244996420016088,12.2498210008044,11.7498210008044,453,37104.26,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bb409fee0e,0.2447284460903763,12.236422304518815,11.736422304518815,331,955.5,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
d32cf4bec9,0.2447193617027538,12.23596808513769,11.73596808513769,211,548.99,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f338e4f07e,0.2442103503051585,12.210517515257925,11.710517515257925,211,23.53,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ffd0e97286,0.2435710763016368,12.17855381508184,11.67855381508184,211,230.68,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
62aef1a244,0.2429980846373459,12.149904231867295,11.649904231867295,222,16594.25,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
23ec22cf49,0.242954129082327,12.14770645411635,11.64770645411635,311,555.98,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
b0bf6207fc,0.2423663068732092,12.118315343660461,11.618315343660461,121,2923.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
449bc2dc58,0.2423663068732092,12.118315343660461,11.618315343660461,223,39075.73,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
12f4030d62,0.2422563916042142,12.11281958021071,11.61281958021071,542,27635.27,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
72fd5b8e82,0.2422563916042142,12.11281958021071,11.61281958021071,442,23723.649999999998,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
32dd545189,0.2413685394619453,12.068426973097266,11.568426973097266,414,81038.14,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
bedbd8c9df,0.2413685394619453,12.068426973097266,11.568426973097266,211,274.99,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
083df7165b,0.2413685394619453,12.068426973097266,11.568426973097266,311,337.34000000000003,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
da2277a1e8,0.2403637283459331,12.018186417296654,11.518186417296654,154,69555.29000000001,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
812b446716,0.2394383611396603,11.971918056983014,11.471918056983014,411,3013.43,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
f17db0aef1,0.23836829218444,11.918414609222,11.418414609222,211,443.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
ae998f2f11,0.2381154710836514,11.90577355418257,11.40577355418257,441,4477.08,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
0bf385d2eb,0.2378525314305131,11.892626571525655,11.392626571525655,314,100521.25,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
8ef6c160f5,0.2377605509623542,11.88802754811771,11.38802754811771,332,21189.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
70b4066235,0.2377605509623542,11.88802754811771,11.38802754811771,231,11500.0,CPN20251022_160755,Optimized (ROI & Budget),src.optimize.optimize_with_constraints,"ROI ≥ 50% AND Budget ≤ $10,000"
